"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.468828625E0,2.336092377E1,1.482580185E0,-4.980938721E1,5.503549634E1
6.478785625E0,2.329312515E1,1.745683670E0,-4.984928894E1,5.505060126E1
6.488741625E0,2.336027145E1,2.114566803E0,-4.981687927E1,5.506264737E1
6.498697625E0,2.308157349E1,2.248470306E0,-4.994227600E1,5.506401352E1
6.508654625E0,2.277106476E1,2.287704468E0,-4.971676636E1,5.473126930E1
6.518610625E0,2.284214783E1,2.566019058E0,-4.978846741E1,5.483830466E1
6.528567625E0,2.275829315E1,2.976551056E0,-4.992663574E1,5.494969263E1
6.538523625E0,2.276160431E1,2.992244720E0,-5.016722107E1,5.517059207E1
6.548479625E0,2.283830261E1,3.231164932E0,-4.966932678E1,5.476377010E1
6.558436625E0,2.275707245E1,3.417713165E0,-4.960096741E1,5.467925637E1
6.568392625E0,2.264568329E1,3.858869553E0,-4.929556274E1,5.438538730E1
6.578349625E0,2.231191254E1,3.740650177E0,-4.973767090E1,5.464110002E1
6.588305625E0,2.227013397E1,3.837701797E0,-4.948149109E1,5.439765420E1
6.598261625E0,2.233235168E1,4.034696579E0,-4.926039124E1,5.423650849E1
6.608218625E0,2.204402161E1,4.332443237E0,-4.934004211E1,5.421391619E1
6.618174625E0,2.207772827E1,4.442083359E0,-4.913787842E1,5.405265290E1
6.628131625E0,2.183417511E1,4.578758240E0,-4.939169312E1,5.419626905E1
6.638087625E0,2.187010956E1,4.589014053E0,-4.936723328E1,5.418933902E1
6.648044625E0,2.206423950E1,4.711549759E0,-4.948629761E1,5.438679083E1
6.658000625E0,2.189955902E1,4.881380081E0,-4.950526428E1,5.435245853E1
6.667956625E0,2.172354889E1,4.984262466E0,-4.978565979E1,5.454692814E1
6.677913625E0,2.168843079E1,4.820646286E0,-4.949589539E1,5.425375859E1
6.687869625E0,2.145764923E1,4.998544693E0,-4.938603210E1,5.407768788E1
6.697826625E0,2.134323883E1,5.322305679E0,-4.959002686E1,5.424971470E1
6.707782625E0,2.142544556E1,5.414648056E0,-4.932205200E1,5.404658125E1
6.717738625E0,2.125292206E1,5.426586151E0,-4.955661011E1,5.419402309E1
6.727695625E0,2.120315552E1,5.759460449E0,-4.973544312E1,5.437241479E1
6.737651625E0,2.128772736E1,5.901651382E0,-4.918226624E1,5.391560198E1
6.747608625E0,2.106478119E1,5.838037491E0,-4.917665100E1,5.381589628E1
6.757564625E0,2.099030304E1,5.950639725E0,-4.903517151E1,5.366983305E1
6.767520625E0,2.093969727E1,6.292953491E0,-4.932902527E1,5.395762151E1
6.777477625E0,2.086363220E1,6.497333527E0,-4.944902039E1,5.406211343E1
6.787433625E0,2.086390686E1,6.436124802E0,-4.898789978E1,5.363339106E1
6.797390625E0,2.116658783E1,6.381458282E0,-4.887661743E1,5.364392959E1
6.807346625E0,2.110202026E1,6.501390457E0,-4.909913635E1,5.383575510E1
6.817302625E0,2.091360474E1,6.474983215E0,-4.927920532E1,5.392350460E1
6.827259625E0,2.076756287E1,6.628675461E0,-4.932041931E1,5.392341576E1
6.837215625E0,2.092585754E1,6.988119125E0,-4.973568726E1,5.440922633E1
6.847172625E0,2.088397980E1,6.999139786E0,-4.903598022E1,5.375551996E1
6.857128625E0,2.054399109E1,7.043365479E0,-4.914558411E1,5.373037320E1
6.867084625E0,2.038411713E1,7.114810944E0,-4.902970886E1,5.357280203E1
6.877041625E0,2.045684052E1,7.072858810E0,-4.893603516E1,5.350928137E1
6.886997625E0,2.035887909E1,7.217279434E0,-4.920947266E1,5.374146704E1
6.896954625E0,2.017475128E1,7.371810913E0,-4.886215210E1,5.337484514E1
6.906910625E0,1.998812866E1,7.595403671E0,-4.907611084E1,5.353204741E1
6.916866625E0,2.002222443E1,7.798120499E0,-4.878182983E1,5.330447520E1
6.926823625E0,2.015041351E1,7.980716705E0,-4.879818726E1,5.339470089E1
6.936779625E0,2.000453186E1,8.061153412E0,-4.862133789E1,5.319020575E1
6.946736625E0,1.984581757E1,7.971906662E0,-4.861039734E1,5.310723585E1
6.956692625E0,1.986578369E1,8.244567871E0,-4.860942078E1,5.315541411E1
6.966648625E0,1.975115967E1,8.444581985E0,-4.869984436E1,5.322681762E1
6.976605625E0,1.947277832E1,8.700691223E0,-4.808285522E1,5.260087537E1
6.986561625E0,1.916764832E1,8.731655121E0,-4.798457336E1,5.240381498E1
6.996518625E0,1.913241577E1,8.954671860E0,-4.813583374E1,5.256704263E1
7.006474625E0,1.887338257E1,9.118658066E0,-4.773292542E1,5.213239552E1
7.016430625E0,1.868663788E1,9.391105652E0,-4.765353394E1,5.204077821E1
7.026387625E0,1.853627014E1,9.695503235E0,-4.760145569E1,5.199514090E1
7.036343625E0,1.839766693E1,9.933336258E0,-4.779098511E1,5.216438992E1
7.046300625E0,1.808646393E1,1.019622421E1,-4.749662781E1,5.183640438E1
7.056256625E0,1.810095978E1,1.003197479E1,-4.767886353E1,5.197652634E1
7.066212625E0,1.811563110E1,1.007628822E1,-4.742880249E1,5.176097932E1
7.076169625E0,1.791232300E1,1.018136978E1,-4.704165649E1,5.135590571E1
7.086125625E0,1.803251648E1,1.050857353E1,-4.728831482E1,5.168932662E1
7.096082625E0,1.782402802E1,1.064882278E1,-4.730450439E1,5.166052204E1
7.106038625E0,1.788079071E1,1.079116440E1,-4.716131592E1,5.157869351E1
7.115994625E0,1.756299591E1,1.096169662E1,-4.728369141E1,5.161748823E1
7.125951625E0,1.743497467E1,1.092827415E1,-4.699951172E1,5.130652609E1
7.135907625E0,1.753276062E1,1.104357529E1,-4.702572632E1,5.138849274E1
7.145864625E0,1.735694122E1,1.102439880E1,-4.711518860E1,5.140663162E1
7.155820625E0,1.724821472E1,1.137905884E1,-4.714028931E1,5.147029014E1
7.165776625E0,1.726928711E1,1.151610947E1,-4.715905762E1,5.152500141E1
7.175733625E0,1.698403931E1,1.155557251E1,-4.706997681E1,5.135729319E1
7.185689625E0,1.706871796E1,1.152619743E1,-4.717393494E1,5.147401769E1
7.195646625E0,1.695770264E1,1.158904266E1,-4.666307068E1,5.098344588E1
7.205602625E0,1.693666077E1,1.159212494E1,-4.695092773E1,5.124077921E1
7.215559625E0,1.686306763E1,1.185990906E1,-4.724760437E1,5.154955491E1
7.225515625E0,1.669229126E1,1.217517471E1,-4.691113281E1,5.125935864E1
7.235471625E0,1.657373810E1,1.205172348E1,-4.689884949E1,5.118041536E1
7.245428625E0,1.649799347E1,1.207924652E1,-4.666844177E1,5.095130462E1
7.255384625E0,1.624078369E1,1.226271820E1,-4.637892151E1,5.064722769E1
7.265341625E0,1.606909180E1,1.240683746E1,-4.634375000E1,5.059534061E1
7.275297625E0,1.598117065E1,1.271310043E1,-4.650080872E1,5.078726168E1
7.285253542E0,1.598095703E1,1.244308472E1,-4.628071594E1,5.051857097E1
7.295210542E0,1.557933807E1,1.256346512E1,-4.623048401E1,5.037672163E1
7.305166542E0,1.543945312E1,1.260362244E1,-4.632293701E1,5.042858817E1
7.315123542E0,1.544342041E1,1.293751144E1,-4.617027283E1,5.037432411E1
7.325079542E0,1.526588440E1,1.275548935E1,-4.598426819E1,5.010292063E1
7.335035542E0,1.530673981E1,1.273491669E1,-4.610389709E1,5.021995334E1
7.344992542E0,1.531069946E1,1.290326691E1,-4.615135193E1,5.030764455E1
7.354948542E0,1.517346954E1,1.280781174E1,-4.605780029E1,5.015570942E1
7.364905542E0,1.540557861E1,1.284793091E1,-4.611090088E1,5.028534937E1
7.374861542E0,1.542436218E1,1.301404953E1,-4.636216736E1,5.056408801E1
7.384817542E0,1.552363586E1,1.335537338E1,-4.572811890E1,5.010399312E1
7.394774542E0,1.521257782E1,1.313267899E1,-4.594552612E1,5.014859073E1
7.404730542E0,1.482933807E1,1.304128647E1,-4.592984009E1,4.999534609E1
7.414687542E0,1.492321777E1,1.333668518E1,-4.557278442E1,4.977397192E1
7.424643542E0,1.498571014E1,1.349295807E1,-4.533000183E1,4.961290651E1
7.434600542E0,1.493424988E1,1.358349991E1,-4.545030212E1,4.973201436E1
7.444556542E0,1.484988403E1,1.356956863E1,-4.540579224E1,4.966224136E1
7.454512542E0,1.477012634E1,1.368037415E1,-4.569264221E1,4.993122091E1
7.464469542E0,1.444569397E1,1.365503693E1,-4.561953735E1,4.976223765E1
7.474425542E0,1.446783447E1,1.382298660E1,-4.552212524E1,4.972581904E1
7.484382542E0,1.414939880E1,1.388022614E1,-4.554568481E1,4.967167774E1
7.494338542E0,1.407392883E1,1.412518692E1,-4.511007690E1,4.932053747E1
7.504294542E0,1.387454224E1,1.415946960E1,-4.505140686E1,4.922014589E1
7.514251542E0,1.381980133E1,1.426995087E1,-4.533419800E1,4.949553429E1
7.524207542E0,1.350276947E1,1.421847534E1,-4.541984558E1,4.947173129E1
7.534164542E0,1.323398590E1,1.449986649E1,-4.487493896E1,4.898106428E1
7.544120542E0,1.352909851E1,1.447891617E1,-4.494247437E1,4.911722225E1
7.554076542E0,1.361881256E1,1.473933792E1,-4.467332458E1,4.897372834E1
7.564033542E0,1.346926117E1,1.480281067E1,-4.462019348E1,4.890302513E1
7.573989542E0,1.326058960E1,1.486638641E1,-4.462362671E1,4.886840229E1
7.583946542E0,1.318673706E1,1.471923447E1,-4.456916809E1,4.875404231E1
7.593902542E0,1.331732941E1,1.480861664E1,-4.485466003E1,4.907735645E1
7.603858542E0,1.326220703E1,1.497882462E1,-4.459140015E1,4.887375870E1
7.613815542E0,1.336924744E1,1.495783234E1,-4.469239807E1,4.898861062E1
7.623771542E0,1.297773743E1,1.506365585E1,-4.469836426E1,4.892115252E1
7.633728542E0,1.316257477E1,1.507649612E1,-4.491056824E1,4.916821381E1
7.643684542E0,1.311024475E1,1.486688614E1,-4.483180237E1,4.901829581E1
7.653640542E0,1.273571014E1,1.481302261E1,-4.455651855E1,4.865087150E1
7.663597542E0,1.273408508E1,1.483506012E1,-4.463702393E1,4.873089202E1
7.673553542E0,1.275119781E1,1.498570633E1,-4.464314270E1,4.878703342E1
7.683510542E0,1.274642944E1,1.526688766E1,-4.447253418E1,4.871709781E1
7.693466542E0,1.271942139E1,1.537669373E1,-4.450421143E1,4.877346845E1
7.703423542E0,1.226178741E1,1.530978012E1,-4.444018555E1,4.857644377E1
7.713379542E0,1.194126129E1,1.535388184E1,-4.422576904E1,4.831411860E1
7.723335542E0,1.199467468E1,1.546526718E1,-4.390615845E1,4.807075472E1
7.733292542E0,1.192089081E1,1.571717834E1,-4.365974426E1,4.790939993E1
7.743248542E0,1.175874329E1,1.584920883E1,-4.409417725E1,4.830902536E1
7.753205542E0,1.164957428E1,1.607518387E1,-4.371104431E1,4.800811923E1
7.763161542E0,1.159166718E1,1.623078918E1,-4.339305115E1,4.775732565E1
7.773117542E0,1.157767487E1,1.602806854E1,-4.333277893E1,4.763057071E1
7.783074542E0,1.158172607E1,1.612927628E1,-4.326264954E1,4.760196190E1
7.793030542E0,1.133047485E1,1.602532196E1,-4.315100098E1,4.740463574E1
7.802987542E0,1.140541077E1,1.614154053E1,-4.327471924E1,4.757451051E1
7.812943542E0,1.140403748E1,1.596745300E1,-4.356729126E1,4.778201015E1
7.822899542E0,1.141002655E1,1.587651062E1,-4.331044006E1,4.751890691E1
7.832856542E0,1.133795166E1,1.581998825E1,-4.350184631E1,4.765744232E1
7.842812542E0,1.127715302E1,1.589253998E1,-4.353814697E1,4.770028563E1
7.852769542E0,1.134042358E1,1.610850906E1,-4.337207031E1,4.763639107E1
7.862725542E0,1.135758972E1,1.609272003E1,-4.364466858E1,4.788347917E1
7.872682542E0,1.126358795E1,1.620016098E1,-4.348863220E1,4.775536368E1
7.882638542E0,1.113714600E1,1.598102570E1,-4.344328308E1,4.761037753E1
7.892594542E0,1.136626434E1,1.615370941E1,-4.337770081E1,4.766297536E1
7.902551542E0,1.105176544E1,1.648500443E1,-4.332551575E1,4.765498090E1
7.912507542E0,1.091145325E1,1.653934097E1,-4.330128479E1,4.761943801E1
7.922464542E0,1.101695251E1,1.667215347E1,-4.346617126E1,4.783975322E1
7.932420542E0,1.051084137E1,1.677747726E1,-4.306382751E1,4.739678016E1
7.942376542E0,1.048607635E1,1.684151459E1,-4.279269409E1,4.716788185E1
7.952333542E0,1.023170471E1,1.692150116E1,-4.246351624E1,4.684202380E1
7.962289542E0,1.023170471E1,1.692150116E1,-4.246351624E1,4.684202380E1
7.972246542E0,9.838714600E0,1.688816833E1,-4.203451538E1,4.635634820E1
7.982202542E0,9.728446960E0,1.707402420E1,-4.212319946E1,4.648149003E1
7.992158542E0,9.722244263E0,1.736400604E1,-4.193682861E1,4.641905141E1
8.002115542E0,9.464622498E0,1.737463379E1,-4.210221863E1,4.651939157E1
8.012071542E0,9.136238098E0,1.753865814E1,-4.136317444E1,4.584743805E1
8.022028542E0,9.097526550E0,1.744873810E1,-4.168196106E1,4.609348466E1
8.031984542E0,8.771881104E0,1.762289810E1,-4.115847778E1,4.562381756E1
8.041941542E0,8.814460754E0,1.767033768E1,-4.123992920E1,4.572381559E1
8.051897542E0,8.572471619E0,1.752334976E1,-4.130154419E1,4.567682792E1
8.061853542E0,8.646026611E0,1.769348526E1,-4.138584900E1,4.583232150E1
8.071810542E0,8.542831421E0,1.771205139E1,-4.105310059E1,4.551981767E1
8.081766542E0,8.318000793E0,1.801414108E1,-4.096397400E1,4.551643200E1
8.091723542E0,8.369491577E0,1.802256012E1,-4.106787109E1,4.562270376E1
8.101679542E0,7.911415100E0,1.784326935E1,-4.106860352E1,4.547090218E1
8.111635542E0,7.728103638E0,1.779921722E1,-4.096308899E1,4.532670713E1
8.121592542E0,7.820640564E0,1.806821442E1,-4.110995483E1,4.558125906E1
8.131548542E0,7.709068298E0,1.812712097E1,-4.124574280E1,4.570813437E1
8.141505542E0,7.311309814E0,1.828086090E1,-4.106991577E1,4.554539612E1
8.151461542E0,7.179351807E0,1.828418350E1,-4.082113647E1,4.530143090E1
8.161418542E0,6.963813782E0,1.829943085E1,-4.062887573E1,4.510065870E1
8.171374542E0,6.895858765E0,1.827767944E1,-4.053788757E1,4.499940847E1
8.181330542E0,6.858283997E0,1.826424026E1,-4.059449768E1,4.503922484E1
8.191287542E0,6.841567993E0,1.849760056E1,-4.069738770E1,4.522439214E1
8.201243542E0,6.363220215E0,1.875407410E1,-4.086865234E1,4.541423357E1
8.211200542E0,6.356445312E0,1.885071182E1,-4.086483765E1,4.544984806E1
8.221156542E0,6.192527771E0,1.887530136E1,-4.101255798E1,4.557032273E1
8.231112542E0,5.827194214E0,1.875449753E1,-4.065223694E1,4.514744442E1
8.241069542E0,6.012931824E0,1.885299683E1,-4.071408081E1,4.526839090E1
8.251025542E0,5.551414490E0,1.893228149E1,-4.023725891E1,4.481390956E1
8.260982542E0,5.629692078E0,1.899691391E1,-4.057406616E1,4.515341644E1
8.270938542E0,5.464797974E0,1.901331329E1,-4.030238342E1,4.489601551E1
8.280894542E0,5.405868530E0,1.889128876E1,-4.028031921E1,4.481750017E1
8.290851417E0,5.433280945E0,1.908551025E1,-4.001965332E1,4.466933954E1
8.300807417E0,5.297462463E0,1.933969879E1,-4.049859619E1,4.519096537E1
8.310764417E0,5.308685303E0,1.932885361E1,-4.022038269E1,4.493846799E1
8.320720417E0,5.113906860E0,1.930914307E1,-4.013035583E1,4.482678339E1
8.330677417E0,4.939193726E0,1.932273483E1,-4.011714172E1,4.480121400E1
8.340633417E0,4.512176514E0,1.920473480E1,-4.007807922E1,4.467028106E1
8.350589417E0,4.679107666E0,1.920789337E1,-3.993302917E1,4.455877058E1
8.360546417E0,4.397773743E0,1.927761841E1,-4.014039612E1,4.474615498E1
8.370502417E0,4.348999023E0,1.938739014E1,-4.005354309E1,4.471097184E1
8.380459417E0,4.112716675E0,1.933670807E1,-4.027377319E1,4.486423436E1
8.390415417E0,4.029205322E0,1.947388458E1,-4.038053894E1,4.501171627E1
8.400371417E0,3.963813782E0,1.956652451E1,-4.001454163E1,4.471827638E1
8.410328417E0,3.920097351E0,1.966681290E1,-3.998287964E1,4.473009453E1
8.420284417E0,3.874588013E0,1.952801514E1,-3.950166321E1,4.423502237E1
8.430241417E0,3.812316895E0,1.969285583E1,-3.986720276E1,4.462887167E1
8.440197417E0,3.647514343E0,1.965138626E1,-3.990089417E1,4.462692795E1
8.450153417E0,3.575439453E0,1.977247620E1,-3.991793823E1,4.468977931E1
8.460110417E0,3.441024780E0,1.970012665E1,-3.967514038E1,4.443030954E1
8.470066417E0,3.606491089E0,1.953251648E1,-4.000421143E1,4.466388821E1
8.480023417E0,3.470748901E0,1.972834778E1,-3.974028015E1,4.450329955E1
8.489979417E0,3.131782532E0,1.982447433E1,-4.003785706E1,4.478669269E1
8.499936417E0,3.137153625E0,1.991811371E1,-3.976901245E1,4.458864584E1
8.509892417E0,3.320152283E0,1.975957489E1,-3.942895508E1,4.422789515E1
8.519848417E0,3.142425537E0,1.984275055E1,-3.979956055E1,4.458267160E1
8.529805417E0,2.943107605E0,1.976314545E1,-3.997128296E1,4.468721586E1
8.539761417E0,2.947158813E0,1.982681274E1,-4.012005615E1,4.484871408E1
8.549718417E0,2.919380188E0,1.987758255E1,-4.000007629E1,4.476211760E1
8.559674417E0,2.932044983E0,1.991828537E1,-3.969091797E1,4.450510026E1
8.569631417E0,2.810066223E0,1.993925858E1,-3.981365967E1,4.461611817E1
8.579587417E0,2.625595093E0,1.996032333E1,-3.985708618E1,4.465305786E1
8.589543417E0,2.664550781E0,2.018461609E1,-4.006590271E1,4.494213076E1
8.599500417E0,2.465141296E0,2.013520050E1,-4.001379395E1,4.486208785E1
8.609456417E0,2.384101868E0,2.012170410E1,-4.033251953E1,4.513622768E1
8.619413417E0,2.133735657E0,2.033818817E1,-4.028982544E1,4.518257142E1
8.629369417E0,1.788269043E0,2.005409241E1,-4.005334473E1,4.482895217E1
8.639325417E0,1.498901367E0,2.009652328E1,-3.979681396E1,4.460833280E1
8.649282417E0,1.218193054E0,2.021415710E1,-3.971516418E1,4.458015711E1
8.659238417E0,7.584915161E-1,2.040179062E1,-3.928979492E1,4.427749264E1
8.669195417E0,6.442260742E-1,2.051963043E1,-3.912182617E1,4.418130310E1
8.679151417E0,-1.441955566E-3,2.048806763E1,-3.950297546E1,4.449995492E1
8.689108417E0,4.734039307E-2,2.057403183E1,-3.929415894E1,4.435452574E1
8.699064417E0,-1.220245361E-1,2.067504120E1,-3.942864990E1,4.452067668E1
8.709020417E0,-4.056167603E-1,2.080702209E1,-3.966119385E1,4.478958574E1
8.718977417E0,-1.022346497E0,2.075495148E1,-3.938758850E1,4.453308131E1
8.728933417E0,-1.096191406E0,2.063766479E1,-3.951551819E1,4.459362086E1
8.738890417E0,-1.014617920E0,2.072357178E1,-3.922566223E1,4.437508822E1
8.748846417E0,-1.172805786E0,2.072203445E1,-3.947257996E1,4.459666752E1
8.758802417E0,-1.380355835E0,2.081678391E1,-3.975733948E1,4.489866275E1
8.768759417E0,-1.405937195E0,2.094287872E1,-3.963356018E1,4.484863344E1
8.778715417E0,-1.254562378E0,2.072713089E1,-3.984138489E1,4.492798495E1
8.788672417E0,-1.216567993E0,2.076329422E1,-3.994883728E1,4.503891678E1
8.798628417E0,-1.080123901E0,2.083934402E1,-3.980737305E1,4.494520971E1
8.808584417E0,-1.076820374E0,2.081653595E1,-3.996073914E1,4.507048240E1
8.818541417E0,-1.385078430E0,2.076409149E1,-3.971478271E1,4.483670264E1
8.828497417E0,-1.190849304E0,2.082933044E1,-3.971293640E1,4.485974193E1
8.838454417E0,-1.312271118E0,2.074881363E1,-3.982226562E1,4.492269095E1
8.848410417E0,-1.350791931E0,2.068855286E1,-3.983583069E1,4.490806459E1
8.858367417E0,-1.311660767E0,2.081885529E1,-4.026931763E1,4.535155049E1
8.868323417E0,-1.373123169E0,2.068848038E1,-3.992236328E1,4.498548408E1
8.878279417E0,-1.449836731E0,2.053016281E1,-4.021571350E1,4.517624624E1
8.888236417E0,-1.405723572E0,2.076861572E1,-4.016696167E1,4.524042736E1
8.898192417E0,-1.460922241E0,2.066920471E1,-3.989443970E1,4.495460639E1
8.908149417E0,-1.409095764E0,2.081084061E1,-3.989253235E1,4.501656112E1
8.918105417E0,-1.177482605E0,2.085980606E1,-4.030409241E1,4.539755323E1
8.928062417E0,-1.174697876E0,2.045014954E1,-4.003512573E1,4.497109987E1
8.938018417E0,-1.101852417E0,2.041539383E1,-4.012896729E1,4.503705585E1
8.947974417E0,-1.185073853E0,2.044801712E1,-4.018751526E1,4.510612139E1
8.957931417E0,-1.327667236E0,2.031025314E1,-4.025650024E1,4.510936593E1
8.967887417E0,-1.384925842E0,2.050267029E1,-4.003829956E1,4.500381029E1
8.977844417E0,-1.177185059E0,2.070085144E1,-3.985812378E1,4.492862168E1
8.987800417E0,-9.531097412E-1,2.074046707E1,-3.996647644E1,4.503770233E1
8.997756417E0,-9.584960938E-1,2.054953384E1,-3.994273376E1,4.492910011E1
9.007713417E0,-1.237686157E0,2.067205048E1,-4.010771179E1,4.513860967E1
9.017669417E0,-1.358566284E0,2.084262848E1,-4.003036499E1,4.515186580E1
9.027626417E0,-1.369194031E0,2.066363525E1,-3.979286194E1,4.485902780E1
9.037582417E0,-1.374542236E0,2.083229828E1,-3.989135742E1,4.502437579E1
9.047538417E0,-1.508506775E0,2.070824432E1,-4.002197266E1,4.508730720E1
9.057495417E0,-1.307098389E0,2.068009567E1,-4.015373230E1,4.518514226E1
9.067451417E0,-1.316917419E0,2.052407455E1,-4.000274658E1,4.497990264E1
9.077408417E0,-1.358375549E0,2.034431458E1,-4.025788879E1,4.512686483E1
9.087364417E0,-1.595024109E0,2.037076569E1,-4.004359436E1,4.495555189E1
9.097321417E0,-1.413917542E0,2.050832367E1,-3.991683960E1,4.489927155E1
9.107277417E0,-1.406158447E0,2.037280655E1,-3.968823242E1,4.463389207E1
9.117233417E0,-1.270530701E0,2.048252106E1,-3.949307251E1,4.450674885E1
9.127190417E0,-1.154190063E0,2.055460358E1,-3.939402771E1,4.444899664E1
9.137146417E0,-1.165382385E0,2.036857986E1,-3.963783264E1,4.458020792E1
9.147103417E0,-1.151138306E0,2.047726822E1,-4.005990601E1,4.500488532E1
9.157059417E0,-1.072975159E0,2.065058899E1,-3.981207275E1,4.486200217E1
9.167016417E0,-1.112411499E0,2.067618561E1,-3.975451660E1,4.482369575E1
9.176972417E0,-1.396301270E0,2.068931198E1,-4.015737915E1,4.519526953E1
9.186928417E0,-1.408012390E0,2.054935074E1,-4.019755554E1,4.516748594E1
9.196885417E0,-1.531417847E0,2.048817444E1,-4.008982849E1,4.504780662E1
9.206841417E0,-1.323593140E0,2.052892303E1,-4.002029419E1,4.499791692E1
9.216798417E0,-1.354629517E0,2.058287430E1,-4.031617737E1,4.528668560E1
9.226754417E0,-1.522094727E0,2.065939331E1,-4.051103210E1,4.550023106E1
9.236711417E0,-1.447776794E0,2.063718033E1,-4.017541504E1,4.518908323E1
9.246667417E0,-1.693908691E0,2.043177032E1,-3.996841431E1,4.491993664E1
9.256623417E0,-1.431144714E0,2.050306702E1,-3.990522766E1,4.488709310E1
9.266580417E0,-1.517486572E0,2.059030914E1,-3.966882324E1,4.472000820E1
9.276536417E0,-1.588981628E0,2.054994583E1,-3.990197754E1,4.491094463E1
9.286493625E0,-1.280700684E0,2.046679688E1,-4.007727051E1,4.501908018E1
9.296449625E0,-1.319656372E0,2.059967804E1,-3.985888672E1,4.488673611E1
9.306405625E0,-1.297782898E0,2.072458267E1,-3.955468750E1,4.467399546E1
9.316362625E0,-1.547332764E0,2.055753326E1,-3.959225464E1,4.463802236E1
9.326318625E0,-1.723304749E0,2.053507233E1,-3.982669067E1,4.484221521E1
9.336275625E0,-1.438919067E0,2.066528320E1,-4.017031860E1,4.519711180E1
9.346231625E0,-1.239044189E0,2.060080338E1,-4.038371277E1,4.535165473E1
9.356188625E0,-1.554542542E0,2.063330841E1,-4.003448486E1,4.506561879E1
9.366144625E0,-1.519477844E0,2.067271042E1,-4.030441284E1,4.532235060E1
9.376100625E0,-1.445060730E0,2.069362640E1,-4.041702271E1,4.542961698E1
9.386057625E0,-1.458015442E0,2.052283859E1,-4.036967468E1,4.531030067E1
9.396013625E0,-1.555046082E0,2.080252075E1,-4.017405701E1,4.526718342E1
9.405970625E0,-1.633277893E0,2.071321869E1,-4.026435852E1,4.530919986E1
9.415926625E0,-1.473098755E0,2.083504486E1,-4.016972351E1,4.527555412E1
9.425882625E0,-1.552482605E0,2.066238022E1,-4.007646179E1,4.511614953E1
9.435839625E0,-1.447364807E0,2.064106369E1,-4.032037354E1,4.531976277E1
9.445795625E0,-1.512161255E0,2.069982910E1,-4.020974731E1,4.525034072E1
9.455752625E0,-1.464508057E0,2.053616714E1,-4.029235840E1,4.524768602E1
9.465708625E0,-1.642173767E0,2.071294785E1,-4.015344238E1,4.521086018E1
9.475665625E0,-1.575981140E0,2.067271423E1,-3.984640503E1,4.491748907E1
9.485621625E0,-1.434906006E0,2.071883392E1,-3.984416199E1,4.493201842E1
9.495577625E0,-1.437141418E0,2.058266068E1,-3.998974609E1,4.499878986E1
9.505534625E0,-1.240165710E0,2.056322861E1,-3.972348022E1,4.474750566E1
9.515490625E0,-1.269508362E0,2.061965561E1,-3.951921082E1,4.459315948E1
9.525447625E0,-1.256736755E0,2.042926025E1,-3.974894714E1,4.470920331E1
9.535403625E0,-1.210365295E0,2.057982635E1,-3.977781677E1,4.480255511E1
9.545360625E0,-1.293914795E0,2.063639832E1,-3.986914062E1,4.491195303E1
9.555316625E0,-1.243095398E0,2.058189392E1,-4.028129578E1,4.525198817E1
9.565272625E0,-1.333686829E0,2.065885162E1,-4.037240601E1,4.537067376E1
9.575229625E0,-1.273841858E0,2.068525314E1,-4.057363892E1,4.556009817E1
9.585185625E0,-1.221839905E0,2.098120880E1,-4.017604065E1,4.534113207E1
9.595142625E0,-1.585197449E0,2.094964600E1,-3.994129944E1,4.512990050E1
9.605098625E0,-1.328079224E0,2.088173676E1,-3.949015808E1,4.469097571E1
9.615054625E0,-1.358810425E0,2.071866989E1,-3.959313965E1,4.470711750E1
9.625011625E0,-1.259674072E0,2.065603638E1,-4.009312439E1,4.511892331E1
9.634967625E0,-1.448036194E0,2.061962128E1,-3.991363525E1,4.494845792E1
9.644924625E0,-1.440261841E0,2.059240341E1,-3.956613159E1,4.462734814E1
9.654880625E0,-1.466911316E0,2.057133865E1,-3.954667664E1,4.460124926E1
9.664837625E0,-1.364639282E0,2.059311295E1,-3.938687134E1,4.446643875E1
9.674793625E0,-1.408538818E0,2.074342346E1,-3.948101807E1,4.462089629E1
9.684749625E0,-1.342636108E0,2.053770065E1,-3.959124756E1,4.462137048E1
9.694706625E0,-1.242835999E0,2.066460037E1,-3.914241028E1,4.427977679E1
9.704662625E0,-1.274002075E0,2.079958344E1,-3.973109436E1,4.486430219E1
9.714619625E0,-1.269294739E0,2.070327759E1,-3.965170288E1,4.474923858E1
9.724575625E0,-1.116516113E0,2.061035919E1,-3.958142090E1,4.463991929E1
9.734532625E0,-1.309692383E0,2.085594177E1,-3.928056335E1,4.449323835E1
9.744488625E0,-1.348350525E0,2.069564056E1,-3.920262146E1,4.435057065E1
9.754444625E0,-1.280059814E0,2.074925613E1,-3.940020752E1,4.454824953E1
9.764401625E0,-1.203903198E0,2.072165680E1,-3.969026184E1,4.479010302E1
9.774357625E0,-1.156509399E0,2.078380585E1,-3.962539673E1,4.476020739E1
9.784314625E0,-1.238479614E0,2.082139587E1,-3.951130676E1,4.467894045E1
9.794270625E0,-1.288276672E0,2.084868622E1,-3.971853638E1,4.487638027E1
9.804227625E0,-1.066154480E0,2.081406784E1,-3.964189148E1,4.478662373E1
9.814183625E0,-1.171470642E0,2.092998886E1,-3.965802002E1,4.485750025E1
