"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.320247583E0,2.705198014E-3,3.032512264E-3,-5.691614933E-4
2.330203583E0,4.072664306E-4,1.828398439E-3,-1.270772889E-3
2.340158583E0,8.900974644E-4,6.568739191E-4,-7.839468308E-4
2.350113583E0,1.450442127E-3,1.541230362E-3,1.328932121E-3
2.360069583E0,7.241981803E-4,2.866152208E-4,1.519081881E-3
2.370024583E0,2.167019295E-3,3.042427823E-3,3.111613914E-4
2.379980583E0,6.312201731E-5,3.153510916E-4,2.098674886E-3
2.389935583E0,2.263139468E-3,6.979777827E-4,-1.474716701E-4
2.399890583E0,-8.024252020E-4,1.494262950E-3,-1.564539503E-3
2.409846583E0,-2.257830929E-3,1.712195808E-5,-2.245511860E-4
2.419801583E0,1.742237015E-3,-6.159113836E-4,-5.135042593E-4
2.429756583E0,-3.113000887E-3,-5.207321374E-5,-4.183626734E-4
2.439712583E0,9.003831074E-4,6.324169226E-5,-4.375376739E-4
2.449667583E0,-4.679360427E-4,3.312983608E-4,-2.274735831E-3
2.459623583E0,3.914561588E-3,4.926859401E-4,1.185433939E-5
2.469578583E0,1.087042154E-3,-2.233679406E-4,3.702889662E-4
2.479533583E0,4.460192285E-4,-1.841504592E-3,1.419574488E-3
2.489489583E0,1.733896323E-3,1.214353833E-3,-2.354587894E-3
2.499444583E0,-1.218750374E-3,1.058558933E-3,-1.076790504E-4
2.509399583E0,2.815216780E-3,8.262793999E-4,1.180225983E-3
2.519355583E0,4.206714220E-5,6.369286566E-4,-3.012907691E-4
2.529310583E0,-3.375743981E-4,-1.200973988E-3,9.681102820E-4
2.539265583E0,1.027295715E-3,-3.756603110E-4,-8.577527478E-4
2.549221583E0,-1.576507464E-3,1.384204021E-3,6.544631906E-4
2.559176583E0,1.102366252E-3,3.940407478E-4,1.615065383E-3
2.569131583E0,-7.836916484E-5,-1.876697293E-3,-5.244314671E-4
2.579087583E0,-1.833392307E-3,-4.098043428E-5,9.261926170E-4
2.589042583E0,9.538152954E-4,-1.622136624E-4,-1.588521991E-3
2.598998583E0,-3.321889788E-3,1.503593638E-3,-5.546831526E-4
2.608953583E0,-1.147449948E-4,-2.042466658E-4,2.206909936E-3
2.618908583E0,6.519790040E-4,2.169428859E-3,-6.061871536E-4
2.628864583E0,-7.240520790E-4,-1.965794479E-3,-1.535049174E-3
2.638819583E0,1.918868860E-3,-1.392415958E-3,-2.572083846E-3
2.648774583E0,4.792004824E-3,-7.785107591E-4,3.782007843E-5
2.658730583E0,2.970402595E-3,-2.866248833E-4,2.335861791E-3
2.668685583E0,-1.675123349E-3,-5.249691894E-4,1.316815848E-3
2.678641583E0,1.779529033E-3,-2.115675248E-3,-3.053154796E-4
2.688596583E0,1.486559981E-3,1.205206383E-3,9.005328175E-4
2.698551583E0,-7.784585468E-4,-5.143966991E-4,-6.225290708E-4
2.708507583E0,1.018825802E-3,4.171409819E-4,8.144243620E-4
2.718462583E0,-1.009970205E-3,-5.479886313E-4,-1.667642035E-3
2.728417583E0,-6.915223785E-4,-5.923978752E-4,-3.736591898E-4
2.738373583E0,-1.862247707E-3,-7.122401148E-4,-1.107626595E-3
2.748328583E0,5.683102645E-4,-1.531222370E-3,-1.383798197E-3
2.758283583E0,1.461800886E-3,-7.314749528E-4,8.876118809E-4
2.768239583E0,-2.626341302E-3,-2.186312340E-3,-1.543692779E-3
2.778194583E0,4.799698945E-4,-6.464726175E-4,-5.705733784E-4
2.788150583E0,-2.715806942E-3,6.443505990E-4,-2.020355314E-3
2.798105583E0,1.126867952E-3,-2.187921200E-3,-2.655987628E-4
2.808060583E0,-2.139901742E-3,-2.801272785E-4,2.476829104E-4
2.818016583E0,-3.386260942E-3,1.486081164E-3,1.280190423E-3
2.827971583E0,-8.296242449E-4,-1.992970472E-3,1.449754694E-3
2.837926583E0,-1.143344678E-3,3.342886339E-5,9.418900590E-4
