"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
9.382760292E0,1.319303870E0,2.372365713E0,2.936425805E-1,2.730367694E0
9.392717292E0,1.363619924E0,2.409227133E0,3.096573055E-1,2.785627814E0
9.402674292E0,1.565550923E0,2.441698790E0,2.694273293E-1,2.912976786E0
9.412630292E0,1.813798308E0,2.433864594E0,1.521969140E-1,3.039198095E0
9.422587292E0,2.023592949E0,2.398086548E0,1.101417933E-3,3.137793608E0
9.432543292E0,2.143955469E0,2.254751921E0,-1.580492109E-1,3.115354046E0
9.442500292E0,2.191862106E0,1.972288847E0,-2.985088527E-1,2.963661641E0
9.452457292E0,2.194800377E0,1.573154330E0,-3.967548907E-1,2.729354811E0
9.462413292E0,2.166783094E0,1.068143725E0,-4.784162045E-1,2.462673763E0
9.472370292E0,2.193083048E0,5.885450840E-1,-4.940795600E-1,2.323814361E0
9.482326292E0,2.342334270E0,2.612615526E-1,-4.416554868E-1,2.397883859E0
9.492283292E0,2.634141684E0,5.898788571E-2,-3.590192199E-1,2.659149635E0
9.502240292E0,3.020679951E0,-4.439823795E-3,-2.981673181E-1,3.035363376E0
9.512196292E0,3.566870928E0,-6.453776360E-2,-3.387554288E-1,3.583502278E0
9.522153292E0,4.318078518E0,-1.482824534E-1,-5.098629594E-1,4.350603408E0
9.532109292E0,5.191256523E0,-2.800628245E-1,-8.776214123E-1,5.272361787E0
9.542066292E0,6.100037098E0,-6.506698728E-1,-1.414728045E0,6.295655591E0
9.552023292E0,7.072672844E0,-1.244226933E0,-1.973727703E0,7.447576979E0
9.561979292E0,7.985482216E0,-1.861414552E0,-2.522170544E0,8.578702385E0
9.571936292E0,8.715547562E0,-2.439397812E0,-3.052315950E0,9.551338317E0
9.581892292E0,9.340723038E0,-3.176099539E0,-3.563621759E0,1.048981006E1
9.591849292E0,9.765536308E0,-3.825969696E0,-4.110981464E0,1.126516365E1
9.601806292E0,9.939450264E0,-4.226366997E0,-4.728055477E0,1.179022299E1
9.611762292E0,9.967660904E0,-4.432100773E0,-5.305517673E0,1.213038742E1
9.621719292E0,9.752438545E0,-4.411000252E0,-5.680404186E0,1.211750686E1
9.631675292E0,9.216664314E0,-4.221633911E0,-5.740768433E0,1.165012945E1
9.641632292E0,8.491108894E0,-3.936317205E0,-5.481801510E0,1.084636673E1
9.651589292E0,7.670398235E0,-3.480065584E0,-5.053401947E0,9.822562639E0
9.661545542E0,6.829334736E0,-2.888186216E0,-4.625316143E0,8.739278115E0
9.671502542E0,6.182509422E0,-2.399333477E0,-4.249244213E0,7.876312606E0
9.681458542E0,5.755304337E0,-1.891173482E0,-4.023911953E0,7.272683999E0
9.691415542E0,5.471914768E0,-1.322023034E0,-3.881644011E0,6.837891222E0
9.701372542E0,5.284921169E0,-9.036132693E-1,-3.815976858E0,6.580926081E0
9.711328542E0,5.152288914E0,-7.212442756E-1,-3.856529713E0,6.476040131E0
9.721285542E0,5.008764744E0,-7.372086048E-1,-3.911438704E0,6.397699080E0
9.731241542E0,4.883677483E0,-7.099682689E-1,-3.974467278E0,6.336462013E0
9.741198542E0,4.789645672E0,-6.189821959E-1,-4.054026604E0,6.305471935E0
9.751155542E0,4.708567142E0,-5.149529576E-1,-4.098469257E0,6.263643615E0
9.761111542E0,4.610254765E0,-3.367882669E-1,-4.104267597E0,6.181657370E0
9.771068542E0,4.436280727E0,-1.005464345E-1,-4.078186035E0,6.026798289E0
9.781024542E0,4.209332466E0,1.551340818E-1,-4.009168625E0,5.815150854E0
9.790981542E0,3.997279167E0,4.211893678E-1,-3.941598177E0,5.629550374E0
9.800938542E0,3.842475653E0,6.279646754E-1,-3.810789108E0,5.448033811E0
9.810894542E0,3.623057127E0,7.686363459E-1,-3.589886904E0,5.157967891E0
9.820851542E0,3.315509081E0,9.189701676E-1,-3.334900618E0,4.791520506E0
9.830807542E0,3.061692476E0,1.190402031E0,-3.156900883E0,4.555989574E0
9.840764542E0,2.870038033E0,1.428884864E0,-2.988750935E0,4.383088228E0
9.850721542E0,2.677028894E0,1.636271238E0,-2.637010574E0,4.098498754E0
9.860677542E0,2.416738749E0,1.885299325E0,-2.163118362E0,3.751541120E0
9.870634542E0,2.041131258E0,2.094336510E0,-1.671305418E0,3.368341436E0
9.880590542E0,1.554018736E0,2.144947290E0,-1.151139736E0,2.888060907E0
9.890547542E0,1.070497870E0,2.228759766E0,-6.863179803E-1,2.566002368E0
9.900504542E0,6.784054041E-1,2.402748108E0,-2.520845234E-1,2.509378204E0
9.910460542E0,3.703235388E-1,2.551771879E0,1.592245549E-1,2.583414737E0
9.920417542E0,1.531222314E-1,2.764654875E0,5.180636644E-1,2.816940353E0
9.930373542E0,1.324322373E-1,2.883661985E0,7.584491372E-1,2.984675835E0
9.940330542E0,2.534036338E-1,2.667638063E0,8.534888625E-1,2.812285454E0
9.950287542E0,4.672033489E-1,2.309689283E0,8.181620836E-1,2.494460413E0
9.960243542E0,6.790964603E-1,2.050765514E0,6.919721961E-1,2.268399594E0
9.970200542E0,8.421816826E-1,1.715106249E0,6.413756013E-1,2.015495496E0
9.980156542E0,9.887809753E-1,1.447085738E0,6.549504995E-1,1.871017132E0
9.990113542E0,1.128270268E0,1.497699380E0,6.936438680E-1,1.999309643E0
1.000007054E1,1.331600189E0,1.943046212E0,8.214774728E-1,2.494676910E0
1.001002654E1,1.606063128E0,2.566773891E0,9.556710720E-1,3.175070736E0
1.001998354E1,1.840221524E0,3.156954050E0,9.987291098E-1,3.788170266E0
1.002993954E1,1.985785127E0,3.639072657E0,9.352223277E-1,4.249803898E0
1.003989654E1,1.997837305E0,3.803145170E0,8.166463971E-1,4.372891311E0
1.004985354E1,1.930575252E0,3.871067286E0,6.976062059E-1,4.381659178E0
1.005980954E1,1.868662715E0,3.841392279E0,6.138905287E-1,4.315675679E0
1.006976654E1,1.867542505E0,3.737155199E0,6.205838323E-1,4.223643958E0
1.007972254E1,1.919489861E0,3.686056376E0,6.991146207E-1,4.214286913E0
1.008967954E1,1.999672174E0,3.707146645E0,8.579493761E-1,4.298569783E0
1.009963654E1,2.071532965E0,3.668277740E0,1.070843577E0,4.346747793E0
1.010959254E1,2.132411003E0,3.582369804E0,1.210573077E0,4.341202285E0
1.011954954E1,2.064833879E0,3.553276539E0,1.197120905E0,4.280468616E0
1.012950554E1,1.821987510E0,3.632455111E0,1.080095172E0,4.204875051E0
1.013946254E1,1.571552277E0,3.775537968E0,9.799224734E-1,4.205319436E0
1.014941954E1,1.336261988E0,4.047806740E0,8.916583657E-1,4.354927111E0
1.015937554E1,1.093048215E0,4.348876953E0,8.704598546E-1,4.567842545E0
1.016933254E1,8.298307657E-1,4.604247570E0,9.813320637E-1,4.780243446E0
1.017928854E1,5.867597461E-1,4.805807114E0,1.130306959E0,4.971686116E0
1.018924554E1,3.881220222E-1,4.939223766E0,1.255692244E0,5.111099014E0
1.019920254E1,1.934915781E-1,5.011077404E0,1.348621130E0,5.192987068E0
1.020915854E1,-1.110256836E-2,5.035191059E0,1.389692664E0,5.223458430E0
1.021911554E1,-1.692314744E-1,5.100594997E0,1.386816502E0,5.288475076E0
1.022907154E1,-3.302938640E-1,5.247409344E0,1.368310928E0,5.432924963E0
1.023902854E1,-6.321160793E-1,5.543753624E0,1.394893765E0,5.751391449E0
1.024898554E1,-1.166460633E0,5.979382515E0,1.498646379E0,6.273721913E0
1.025894154E1,-1.908118010E0,6.583463669E0,1.656013846E0,7.051616132E0
1.026889854E1,-2.801027536E0,7.374072552E0,1.832110405E0,8.098106556E0
1.027885454E1,-3.712118387E0,8.294449806E0,1.995274544E0,9.303700394E0
1.028881154E1,-4.590334892E0,9.257655144E0,2.087130070E0,1.054189096E1
1.029876854E1,-5.376451969E0,1.007471657E1,2.132840633E0,1.161702022E1
1.030872454E1,-5.965435982E0,1.065400600E1,2.152576685E0,1.239870383E1
1.031868154E1,-6.345163345E0,1.099702930E1,2.117790461E0,1.287170493E1
1.032863754E1,-6.477152824E0,1.112904167E1,2.075407505E0,1.304286754E1
1.033859454E1,-6.411685944E0,1.108300304E1,2.059610844E0,1.296860324E1
1.034855154E1,-6.208561420E0,1.088474178E1,2.154864788E0,1.271484490E1
1.035850754E1,-5.928344250E0,1.050867271E1,2.371335745E0,1.229636942E1
1.036846454E1,-5.623819351E0,9.927726746E0,2.713149786E0,1.172809806E1
1.037842054E1,-5.337579250E0,9.206011772E0,3.118186474E0,1.108889047E1
1.038837754E1,-5.024570942E0,8.415981293E0,3.503813505E0,1.040921531E1
1.039833454E1,-4.566774845E0,7.562859535E0,3.794080019E0,9.614952939E0
1.040829054E1,-3.904700994E0,6.769736767E0,3.968664885E0,8.765062847E0
1.041824754E1,-3.076884508E0,5.931316853E0,4.045255661E0,7.811007057E0
1.042820354E1,-2.212608814E0,5.072587490E0,4.074631691E0,6.872365315E0
1.043816054E1,-1.535532117E0,4.359574795E0,4.124254704E0,6.194612832E0
1.044811754E1,-1.188033700E0,3.932497978E0,4.215158939E0,5.885875407E0
1.045807354E1,-1.279159546E0,3.738026857E0,4.377434254E0,5.896696073E0
1.046803054E1,-1.729827166E0,3.698216438E0,4.502408028E0,6.077893130E0
1.047798654E1,-2.260519981E0,3.880496979E0,4.507793903E0,6.363050626E0
1.048794354E1,-2.663032055E0,4.052965164E0,4.445614338E0,6.578886926E0
1.049790054E1,-2.752820730E0,3.931346416E0,4.380188942E0,6.497658177E0
1.050785654E1,-2.527028561E0,3.700076342E0,4.347368717E0,6.243080413E0
1.051781354E1,-2.141104698E0,3.485487938E0,4.365421295E0,5.982462585E0
1.052776954E1,-1.811257482E0,3.288051367E0,4.392740250E0,5.778243882E0
1.053772654E1,-1.692759633E0,3.243607283E0,4.359770775E0,5.691574878E0
1.054768354E1,-1.835093975E0,3.348472595E0,4.205413818E0,5.680259149E0
1.055763954E1,-2.100258589E0,3.702461720E0,3.894847870E0,5.769674935E0
1.056759654E1,-2.464670658E0,4.253787041E0,3.462982178E0,6.013447531E0
1.057755254E1,-2.926760674E0,4.630932331E0,3.098278046E0,6.293710284E0
1.058750954E1,-3.349637747E0,4.774656296E0,2.893047094E0,6.510540474E0
1.059746654E1,-3.722721577E0,4.712111950E0,2.823839188E0,6.636017083E0
1.060742254E1,-4.090057373E0,4.467915058E0,2.803598166E0,6.674653321E0
1.061737954E1,-4.417049408E0,4.221105099E0,2.719540596E0,6.687597086E0
1.062733554E1,-4.658831596E0,4.047080040E0,2.519114733E0,6.665546319E0
1.063729254E1,-4.881335735E0,3.853439331E0,2.248198032E0,6.612928824E0
1.064724954E1,-5.136026382E0,3.800924063E0,1.991734147E0,6.692742012E0
1.065720554E1,-5.450607777E0,3.864478111E0,1.795558453E0,6.918623155E0
1.066716179E1,-5.814982414E0,3.856092453E0,1.662365794E0,7.172651498E0
1.067711779E1,-6.185246944E0,3.777762175E0,1.543042898E0,7.410111214E0
1.068707479E1,-6.538461685E0,3.703962564E0,1.350125432E0,7.635028394E0
1.069703179E1,-6.882184505E0,3.623902321E0,1.047696590E0,7.848235454E0
1.070698779E1,-7.151372910E0,3.529427528E0,7.429822087E-1,8.009432922E0
1.071694479E1,-7.353206635E0,3.484128237E0,4.552798271E-1,8.149605948E0
1.072690079E1,-7.557059765E0,3.520210743E0,1.589767337E-1,8.338243794E0
1.073685779E1,-7.764383793E0,3.673343658E0,-1.590363830E-1,8.590948835E0
1.074681479E1,-7.895384312E0,3.953216314E0,-4.808423817E-1,8.842862775E0
1.075677079E1,-7.873141289E0,4.338191986E0,-7.809433937E-1,9.023089052E0
1.076672779E1,-7.700077534E0,4.778096199E0,-9.946901202E-1,9.116512806E0
1.077668379E1,-7.419064045E0,5.144037724E0,-1.111065507E0,9.096048701E0
1.078664079E1,-7.059936523E0,5.287019730E0,-1.201220989E0,8.901584870E0
1.079659779E1,-6.656825542E0,5.128513336E0,-1.288751841E0,8.501520843E0
1.080655379E1,-6.257361889E0,4.658434391E0,-1.436265945E0,7.932115017E0
1.081651079E1,-5.854230881E0,4.003573418E0,-1.602741480E0,7.271134682E0
1.082646679E1,-5.439326763E0,3.270453691E0,-1.764989018E0,6.587664929E0
1.083642379E1,-4.987573147E0,2.594684362E0,-1.889279485E0,5.931074928E0
1.084638079E1,-4.521917820E0,1.876144290E0,-1.898852587E0,5.251028405E0
1.085633679E1,-4.059443474E0,1.147024512E0,-1.779661655E0,4.578421361E0
1.086629379E1,-3.558212757E0,5.050045848E-1,-1.606466055E0,3.936577300E0
1.087624979E1,-3.012682199E0,4.519489408E-2,-1.385622025E0,3.316360205E0
1.088620679E1,-2.509105682E0,-2.213657498E-1,-1.147338033E0,2.767850914E0
1.089616379E1,-2.178073406E0,-3.404554129E-1,-1.077215672E0,2.453631442E0
1.090611979E1,-2.066630602E0,-2.305626422E-1,-1.182350993E0,2.392085920E0
1.091607679E1,-2.199629068E0,6.714440882E-2,-1.318339944E0,2.565325831E0
1.092603279E1,-2.429876089E0,3.739841878E-1,-1.282299757E0,2.772806277E0
1.093598979E1,-2.566520452E0,6.148127913E-1,-1.008768439E0,2.825355865E0
1.094594579E1,-2.489901543E0,7.615467906E-1,-6.361083984E-1,2.680335259E0
1.095590279E1,-2.111366510E0,8.311607838E-1,-2.893432379E-1,2.287447551E0
1.096585979E1,-1.548546076E0,8.654890656E-1,-1.743064635E-2,1.774082890E0
1.097581579E1,-9.645803571E-1,9.258847237E-1,1.922128648E-1,1.350786279E0
1.098577279E1,-4.876484573E-1,9.850855470E-1,2.879062891E-1,1.136259030E0
1.099572879E1,-1.058696955E-1,1.080847740E0,2.535256743E-1,1.115219932E0
1.100568579E1,2.357727289E-1,1.216379523E0,1.552844644E-1,1.248711812E0
1.101564279E1,5.861906409E-1,1.346482396E0,8.996165544E-2,1.471301264E0
1.102559879E1,9.451889396E-1,1.427282095E0,1.014201045E-1,1.714876773E0
1.103555579E1,1.289496064E0,1.467384815E0,1.166512519E-1,1.956942976E0
1.104551179E1,1.602950454E0,1.454939723E0,8.912342787E-2,2.166620119E0
1.105546879E1,1.856140971E0,1.444689155E0,6.066115946E-2,2.352884577E0
1.106542579E1,2.024098635E0,1.418173432E0,4.656066746E-2,2.471914048E0
1.107538179E1,2.070111036E0,1.384035707E0,2.295760252E-2,2.490269381E0
1.108533879E1,1.954946876E0,1.371986866E0,-2.990131266E-2,2.388526603E0
1.109529479E1,1.718882322E0,1.502417564E0,-4.846248031E-2,2.283454310E0
1.110525179E1,1.435905933E0,1.893025875E0,1.811316237E-2,2.376068370E0
1.111520879E1,1.142443657E0,2.421840668E0,1.250870079E-1,2.680697015E0
1.112516479E1,8.869643807E-1,2.894134045E0,2.445979118E-1,3.036864472E0
1.113512179E1,7.445443869E-1,3.203839540E0,3.377688527E-1,3.306512051E0
1.114507779E1,7.158604860E-1,3.342941761E0,3.748152256E-1,3.439215362E0
1.115503479E1,7.498381734E-1,3.350072622E0,3.688950241E-1,3.452727530E0
1.116499179E1,7.832373977E-1,3.247073889E0,3.494448662E-1,3.358431386E0
1.117494779E1,7.928538322E-1,3.100137949E0,2.834397554E-1,3.212446201E0
1.118490479E1,7.948848009E-1,3.052808762E0,1.986628920E-1,3.160846426E0
1.119486079E1,7.995501161E-1,3.070331812E0,8.947356045E-2,3.173991705E0
1.120481779E1,8.284366727E-1,3.153213739E0,-2.687118202E-2,3.260335300E0
1.121477479E1,8.960796595E-1,3.357955933E0,-6.603589654E-2,3.476087965E0
1.122473079E1,1.008203387E0,3.548871040E0,7.769776508E-3,3.689311603E0
1.123468779E1,1.163809419E0,3.642999411E0,1.722862870E-1,3.828260654E0
1.124464379E1,1.292635918E0,3.625685215E0,2.755218446E-1,3.859068953E0
1.125460079E1,1.342281461E0,3.590797186E0,2.526650131E-1,3.841794315E0
1.126455779E1,1.309474945E0,3.467500448E0,1.552143097E-1,3.709767577E0
1.127451379E1,1.277942300E0,3.365615845E0,5.781025067E-2,3.600534483E0
1.128447079E1,1.289269924E0,3.411928654E0,5.172445253E-2,3.647759517E0
1.129442679E1,1.324857235E0,3.569600582E0,1.280016452E-1,3.809682327E0
1.130438379E1,1.350186944E0,3.736001968E0,2.871885002E-1,3.982862379E0
1.131434079E1,1.344959974E0,3.924312830E0,5.336693525E-1,4.182577136E0
1.132429679E1,1.303273559E0,4.087763309E0,8.153496385E-1,4.367279001E0
1.133425379E1,1.248988748E0,4.229669571E0,1.023089290E0,4.527337989E0
1.134420979E1,1.239699841E0,4.276372433E0,1.084707260E0,4.582663714E0
1.135416679E1,1.313303947E0,4.133805275E0,1.012307882E0,4.453973570E0
1.136412379E1,1.526863575E0,3.851207733E0,8.988573551E-1,4.239228459E0
1.137407979E1,1.838630199E0,3.573038340E0,8.303110600E-1,4.103240237E0
1.138403679E1,2.091462374E0,3.415735960E0,7.849465609E-1,4.081373312E0
1.139399279E1,2.148530483E0,3.390460014E0,7.515696883E-1,4.083657594E0
1.140394979E1,2.098379612E0,3.578213215E0,7.355698943E-1,4.212822080E0
1.141390679E1,2.063999891E0,3.860167980E0,7.127641439E-1,4.434977465E0
1.142386279E1,2.100165606E0,4.073578358E0,6.526442170E-1,4.629328319E0
1.143381979E1,2.214465141E0,4.036122322E0,6.008417606E-1,4.642752425E0
1.144377579E1,2.374335527E0,3.823985100E0,5.584976673E-1,4.535664327E0
1.145373279E1,2.487452269E0,3.589046001E0,5.247862935E-1,4.398189473E0
1.146368979E1,2.398609161E0,3.409173489E0,4.318609238E-1,4.190739033E0
1.147364579E1,2.139981508E0,3.374553204E0,2.693745494E-1,4.004958530E0
1.148360279E1,1.848100305E0,3.443412542E0,1.155600175E-1,3.909721063E0
1.149355879E1,1.670100212E0,3.510707617E0,5.160207674E-2,3.888054200E0
1.150351579E1,1.611790419E0,3.555876017E0,9.077065438E-2,3.905171176E0
1.151347279E1,1.636055827E0,3.526771784E0,1.240399256E-1,3.889753692E0
1.152342879E1,1.686104894E0,3.401847601E0,1.232036278E-1,3.798775585E0
1.153338579E1,1.763176680E0,3.199404955E0,1.042539105E-1,3.654566041E0
1.154334179E1,1.836698771E0,3.017222404E0,9.241261333E-2,3.533501592E0
1.155329879E1,1.857515931E0,2.933797359E0,3.732965514E-2,3.472596418E0
1.156325579E1,1.786528707E0,2.901312351E0,-1.031660587E-1,3.408803517E0
1.157321179E1,1.633481860E0,2.884377241E0,-2.480899543E-1,3.324070349E0
1.158316879E1,1.456320286E0,2.917500257E0,-3.185897470E-1,3.276305229E0
1.159312479E1,1.294007540E0,2.943743706E0,-3.301569223E-1,3.232504619E0
1.160308179E1,1.169652462E0,2.961372375E0,-3.379783630E-1,3.201881104E0
1.161303779E1,1.082490563E0,2.988342762E0,-3.442445099E-1,3.196948946E0
1.162299479E1,9.974197149E-1,2.981932878E0,-3.370346725E-1,3.162334921E0
1.163295179E1,8.696276546E-1,2.954940319E0,-3.122462332E-1,3.096033310E0
1.164290779E1,7.453619242E-1,2.940950155E0,-2.819164991E-1,3.047003303E0
1.165286479E1,6.722373962E-1,2.918884039E0,-2.634040713E-1,3.006853647E0
1.166282196E1,6.699197888E-1,2.896665812E0,-2.599088550E-1,2.984462759E0
1.167277796E1,7.287916541E-1,2.884815931E0,-2.609331310E-1,2.986868985E0
1.168273496E1,8.416491151E-1,2.813018560E0,-2.735328972E-1,2.948943353E0
1.169269096E1,9.959686399E-1,2.617619276E0,-3.147181273E-1,2.818320724E0
1.170264796E1,1.224779129E0,2.362228632E0,-3.892241120E-1,2.689182670E0
1.171260496E1,1.517993450E0,2.096114159E0,-4.583302140E-1,2.628319856E0
1.172256096E1,1.821192622E0,1.885142088E0,-5.157263279E-1,2.671418519E0
1.173251796E1,2.063407421E0,1.732856750E0,-5.592706203E-1,2.751949551E0
1.174247396E1,2.201660872E0,1.605309725E0,-5.898646712E-1,2.787879165E0
1.175243096E1,2.240688324E0,1.462454319E0,-6.262458563E-1,2.748024868E0
1.176238696E1,2.196316004E0,1.291738510E0,-6.193485260E-1,2.622209939E0
1.177234396E1,2.113304615E0,1.129918933E0,-5.468295813E-1,2.458006465E0
1.178230096E1,1.991531134E0,1.020106316E0,-4.534633458E-1,2.283077344E0
1.179225696E1,1.810623646E0,9.058938622E-1,-3.808397651E-1,2.060106940E0
1.180221396E1,1.635448217E0,7.981909513E-1,-3.166278899E-1,1.847174298E0
1.181216996E1,1.480620265E0,7.816830277E-1,-2.259134352E-1,1.689467847E0
1.182212696E1,1.334178448E0,9.023144841E-1,-1.491945982E-1,1.617548326E0
1.183208396E1,1.179479957E0,1.092395306E0,-1.204780042E-1,1.612146216E0
1.184203996E1,1.057695508E0,1.266630292E0,-1.437179893E-1,1.656419918E0
1.185199696E1,1.010432959E0,1.399908423E0,-2.010388076E-1,1.738141237E0
1.186195296E1,1.032289147E0,1.507422328E0,-2.427267432E-1,1.843057034E0
1.187190996E1,1.062590003E0,1.544765353E0,-2.601933479E-1,1.892907311E0
1.188186696E1,1.081490755E0,1.539443135E0,-2.511634231E-1,1.898049126E0
1.189182296E1,1.066249728E0,1.508630633E0,-2.646773756E-1,1.866255337E0
1.190177996E1,9.934087992E-1,1.472093344E0,-3.349443674E-1,1.807237556E0
1.191173596E1,8.642478585E-1,1.422707081E0,-4.288732708E-1,1.718997406E0
1.192169296E1,7.438235283E-1,1.400102615E0,-4.742586911E-1,1.654835968E0
1.193164996E1,6.500525475E-1,1.473711371E0,-4.574413598E-1,1.674409185E0
1.194160596E1,5.421961546E-1,1.597037435E0,-4.144491851E-1,1.736742170E0
1.195156296E1,3.986358047E-1,1.711848497E0,-3.557746708E-1,1.793296239E0
1.196151896E1,2.829755247E-1,1.808219433E0,-2.878704667E-1,1.852728278E0
1.197147596E1,2.401963770E-1,1.858986020E0,-2.216986418E-1,1.887504599E0
1.198143296E1,2.805400193E-1,1.837473035E0,-1.559798867E-1,1.865298791E0
1.199138896E1,3.568923175E-1,1.769383669E0,-9.040594101E-2,1.807280811E0
1.200134596E1,4.380346537E-1,1.682897687E0,-2.222325280E-2,1.739112663E0
1.201130196E1,5.001824498E-1,1.629331112E0,2.855710313E-2,1.704616632E0
1.202125896E1,5.488708019E-1,1.681578875E0,8.663939312E-3,1.768909758E0
1.203121596E1,6.230768561E-1,1.745490432E0,-5.839099362E-2,1.854284532E0
1.204117196E1,7.772408128E-1,1.705004573E0,-1.106595248E-1,1.877069366E0
1.205112896E1,9.704872370E-1,1.533412218E0,-1.706799865E-1,1.822726026E0
1.206108496E1,1.163988829E0,1.325528264E0,-2.239146382E-1,1.778210600E0
1.207104196E1,1.327833414E0,1.194292665E0,-2.492676526E-1,1.803222368E0
1.208099896E1,1.422315359E0,1.264429212E0,-2.869452238E-1,1.924603796E0
1.209095496E1,1.407675385E0,1.555022955E0,-3.746276796E-1,2.130725764E0
1.210091196E1,1.336470008E0,1.897070527E0,-4.775891304E-1,2.369202407E0
1.211086796E1,1.282533526E0,2.104056597E0,-5.673059225E-1,2.528592972E0
1.212082496E1,1.323176980E0,2.125889540E0,-6.009798646E-1,2.575146686E0
1.213078196E1,1.425485015E0,1.980992675E0,-5.744518638E-1,2.507256359E0
1.214073796E1,1.499528170E0,1.772440314E0,-5.216382742E-1,2.379545311E0
1.215069496E1,1.480506778E0,1.559831619E0,-4.728835225E-1,2.201952276E0
1.216065096E1,1.396540046E0,1.319278479E0,-4.207119048E-1,1.966676972E0
1.217060796E1,1.273694515E0,1.197250485E0,-3.344907165E-1,1.779772593E0
1.218056496E1,1.143971205E0,1.214925051E0,-2.755314708E-1,1.691339879E0
1.219052096E1,1.060531974E0,1.274791002E0,-2.756289542E-1,1.681009068E0
1.220047796E1,1.037263513E0,1.290158272E0,-3.079764545E-1,1.683827027E0
1.221043396E1,1.029383183E0,1.251342416E0,-3.501358926E-1,1.657734213E0
1.222039096E1,9.840716124E-1,1.173776746E0,-3.588131070E-1,1.573180102E0
1.223034796E1,8.749706745E-1,1.084240198E0,-3.547317982E-1,1.437701338E0
1.224030396E1,7.769045830E-1,1.090413690E0,-3.759712875E-1,1.390660690E0
1.225026096E1,7.191699147E-1,1.237900853E0,-4.273511171E-1,1.494065884E0
1.226021696E1,6.455073357E-1,1.365623355E0,-4.606837928E-1,1.579188534E0
1.227017396E1,5.886451602E-1,1.408929229E0,-4.525704682E-1,1.592609408E0
1.228012996E1,6.098370552E-1,1.352822781E0,-4.356249869E-1,1.546544483E0
1.229008696E1,6.763758659E-1,1.232074261E0,-3.856949806E-1,1.457481360E0
1.230004396E1,7.090386748E-1,1.086213589E0,-2.977142930E-1,1.330875502E0
1.230999996E1,6.862137914E-1,1.047164798E0,-2.058139294E-1,1.268780066E0
1.231995696E1,6.121532321E-1,1.190822601E0,-1.500866115E-1,1.347336646E0
1.232991296E1,5.024864078E-1,1.374937892E0,-9.914114326E-2,1.467234052E0
1.233986996E1,4.102966487E-1,1.512790322E0,-8.278927952E-2,1.569627970E0
1.234982696E1,3.985475898E-1,1.607848048E0,-1.272313148E-1,1.661385968E0
1.235978296E1,4.559693635E-1,1.572262764E0,-1.605506539E-1,1.644899624E0
1.236973996E1,5.309650302E-1,1.380413413E0,-1.782654822E-1,1.489712602E0
1.237969596E1,6.148008704E-1,1.192314982E0,-1.855978817E-1,1.354267958E0
1.238965296E1,6.356576681E-1,1.116644740E0,-1.681057066E-1,1.295845545E0
1.239960996E1,5.339787006E-1,1.101279736E0,-1.293380558E-1,1.230722813E0
1.240956596E1,4.005830586E-1,1.194201946E0,-1.414434463E-1,1.267513836E0
1.241952296E1,3.084658682E-1,1.384135008E0,-2.359716445E-1,1.437589486E0
1.242947896E1,2.602083385E-1,1.492973804E0,-3.458171785E-1,1.554435165E0
1.243943596E1,2.542383671E-1,1.459036112E0,-3.990148902E-1,1.533830631E0
1.244939296E1,2.844468653E-1,1.307263851E0,-3.823341727E-1,1.391412310E0
1.245934896E1,3.109364808E-1,1.113195181E0,-2.969368100E-1,1.193338374E0
1.246930596E1,2.923223078E-1,9.957095385E-1,-1.725900918E-1,1.051987242E0
1.247926196E1,2.309511304E-1,1.016170502E0,-5.895718187E-2,1.043751341E0
1.248921896E1,1.625036299E-1,1.126482010E0,-3.435356542E-2,1.138661194E0
1.249917596E1,1.618655026E-1,1.282314777E0,-1.134743020E-1,1.297462156E0
1.250913196E1,2.548271418E-1,1.377213597E0,-2.226934731E-1,1.418184243E0
1.251908896E1,4.389666915E-1,1.363302469E0,-3.376263678E-1,1.471488003E0
1.252904496E1,6.793742180E-1,1.224547029E0,-4.226424694E-1,1.462768406E0
1.253900196E1,9.329870939E-1,1.033380508E0,-4.671406150E-1,1.468523254E0
1.254895896E1,1.136117220E0,9.010440111E-1,-4.886672199E-1,1.530175905E0
1.255891496E1,1.236707807E0,9.312790036E-1,-5.487282276E-1,1.642507062E0
1.256887196E1,1.266135931E0,1.125435114E0,-7.196727991E-1,1.840552452E0
1.257882796E1,1.313808680E0,1.260958433E0,-9.339076281E-1,2.046531914E0
1.258878496E1,1.425824523E0,1.235012531E0,-1.086093426E0,2.176655796E0
1.259874196E1,1.594241858E0,1.079175949E0,-1.203429937E0,2.270346107E0
1.260869796E1,1.777461290E0,8.537803292E-1,-1.298977733E0,2.361281991E0
1.261865496E1,1.949354291E0,7.014171481E-1,-1.382201195E0,2.490471504E0
1.262861096E1,2.088480711E0,6.286050081E-1,-1.490664244E0,2.641775127E0
1.263856796E1,2.251955986E0,7.396396399E-1,-1.686254740E0,2.908922070E0
1.264852496E1,2.462594509E0,1.011555791E0,-1.997432232E0,3.328265668E0
1.265848096E1,2.659097672E0,9.699943662E-1,-2.298890352E0,3.646448457E0
1.266843783E1,2.915109873E0,5.967137814E-1,-2.538702011E0,3.911386047E0
1.267839383E1,3.298213959E0,1.379279941E-1,-2.735965490E0,4.287510538E0
