"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.477949083E0,-2.694396973E-2,8.951385498E-2,9.762398987E0
2.487905083E0,-2.604583740E-2,8.861572266E-2,9.761949921E0
2.497862083E0,-2.694396973E-2,9.654922485E-2,9.761500854E0
2.507819083E0,-3.053649902E-2,9.415420532E-2,9.751022644E0
2.517775083E0,-2.335144043E-2,9.295669556E-2,9.753267975E0
2.527732083E0,-1.781295776E-2,9.370513916E-2,9.768685913E0
2.537689083E0,-1.990859985E-2,9.714797974E-2,9.754016418E0
2.547645083E0,-2.754272461E-2,8.981323242E-2,9.757159882E0
2.557602083E0,-2.739303589E-2,9.370513916E-2,9.747280426E0
2.567559083E0,-1.871109009E-2,9.490264893E-2,9.751771088E0
2.577515083E0,-1.721420288E-2,9.370513916E-2,9.765542450E0
2.587472083E0,-1.601669312E-2,9.370513916E-2,9.765243073E0
2.597429083E0,-2.290237427E-2,9.160949707E-2,9.760003967E0
2.607385083E0,-1.541793823E-2,9.340576172E-2,9.765093384E0
2.617342083E0,-2.335144043E-2,8.876541138E-2,9.760752411E0
2.627299083E0,-2.230361938E-2,9.086105347E-2,9.752369843E0
2.637255083E0,-1.871109009E-2,9.190887451E-2,9.755363617E0
2.647212083E0,-2.215393066E-2,9.340576172E-2,9.753118286E0
2.657169083E0,-2.469863892E-2,8.861572266E-2,9.756561127E0
2.667126083E0,-2.679428101E-2,8.547225952E-2,9.754166107E0
2.677082083E0,-1.691482544E-2,9.415420532E-2,9.751022644E0
2.687039083E0,-1.317260742E-2,9.565109253E-2,9.762698364E0
2.696995083E0,-2.275268555E-2,9.101074219E-2,9.761800232E0
2.706952083E0,-3.397933960E-2,9.101074219E-2,9.758357391E0
2.716909083E0,-2.948867798E-2,9.071136475E-2,9.762848053E0
2.726866083E0,-2.439926147E-2,9.624984741E-2,9.754166107E0
2.736822083E0,-2.724334717E-2,9.101074219E-2,9.757459259E0
2.746779083E0,-2.320175171E-2,9.535171509E-2,9.768835602E0
2.756736083E0,-2.290237427E-2,9.684860229E-2,9.753417664E0
2.766692083E0,-3.278182983E-2,9.220825195E-2,9.758207703E0
2.776649083E0,-3.053649902E-2,9.190887451E-2,9.757758636E0
2.786606083E0,-2.290237427E-2,9.160949707E-2,9.761949921E0
2.796562083E0,-2.035766602E-2,9.205856323E-2,9.759105835E0
2.806519083E0,-1.616638184E-2,8.921447754E-2,9.756561127E0
2.816476083E0,-2.679428101E-2,9.056167603E-2,9.760303345E0
2.826432083E0,-2.290237427E-2,8.562194824E-2,9.765841827E0
2.836389083E0,-2.679428101E-2,8.637039185E-2,9.763746185E0
2.846346083E0,-3.053649902E-2,1.008901978E-1,9.759255524E0
2.856302083E0,-2.065704346E-2,9.984237671E-2,9.758507080E0
2.866259083E0,-2.739303589E-2,8.996292114E-2,9.748627625E0
2.876216083E0,-2.829116821E-2,9.086105347E-2,9.756561127E0
2.886172083E0,-2.484832764E-2,9.265731812E-2,9.767189026E0
2.896129083E0,-2.963836670E-2,9.714797974E-2,9.761201477E0
2.906086083E0,-2.589614868E-2,8.996292114E-2,9.750872955E0
2.916042083E0,-2.020797729E-2,9.101074219E-2,9.753118286E0
2.925999083E0,-2.140548706E-2,9.639953613E-2,9.762398987E0
2.935956083E0,-3.083587646E-2,9.550140381E-2,9.760902100E0
2.945913083E0,-2.574645996E-2,8.472381592E-2,9.758207703E0
2.955869083E0,-2.409988403E-2,8.472381592E-2,9.765692139E0
2.965826083E0,-2.679428101E-2,8.861572266E-2,9.765093384E0
